customer_type;age;type_of_travel;class;flight_distanced;inflight_wifi_service;ease_of_online_booking;food_and_drink;online_boarding;seat_comfort;inflight_entertainment;on-board_service;leg_room_service;baggage_handling;checking_service;inflight_service;cleanliness;average_service_rating;satisfaction
1;61;0;2;680;4;4;3;4;4;1;1;4;2;4;1;3;2,916666667;0
1;18;0;1;641;3;3;4;3;1;4;2;1;1;2;4;4;2,666666667;0
1;58;1;2;3065;0;0;4;4;4;2;2;2;2;4;2;3;2,416666667;1
1;58;1;2;3736;2;1;2;2;2;2;2;3;2;2;2;3;2,083333333;0
1;64;0;0;1024;4;4;4;4;4;4;3;2;5;5;4;4;3,916666667;0
1;66;0;2;685;2;2;5;4;5;3;3;2;3;5;3;4;3,416666667;0
0;21;1;2;296;4;4;4;4;5;4;4;3;5;4;4;4;4,083333333;1
1;39;1;2;337;4;4;2;5;4;5;5;5;5;4;5;4;4,333333333;1
1;50;1;2;1363;2;2;2;2;2;3;5;4;4;2;5;2;2,916666667;1
1;43;1;1;189;1;2;4;3;3;1;1;1;1;4;1;2;2;0
1;41;1;2;1620;4;4;4;5;5;2;2;2;2;5;2;5;3,5;1
1;46;1;0;552;4;4;4;4;4;4;3;3;2;2;3;4;3,416666667;1
1;41;1;2;1616;4;4;5;5;5;4;4;5;4;3;4;5;4,333333333;1
1;31;1;0;646;3;5;3;3;3;3;1;5;4;4;3;3;3,333333333;0
1;53;0;0;404;4;4;5;4;5;3;3;4;5;5;3;5;4,166666667;0
1;39;1;2;3601;2;2;4;5;2;4;4;4;4;1;4;3;3,25;1
1;53;1;2;635;2;2;5;5;5;1;1;2;3;5;3;5;3,25;1
1;25;1;0;646;4;5;4;4;4;4;3;4;5;5;3;4;4,083333333;1
0;20;1;0;317;3;3;3;3;3;3;4;1;3;4;4;3;3,083333333;0
0;46;1;0;1892;3;3;2;3;2;2;3;4;4;4;3;2;2,916666667;0
1;10;0;0;612;3;2;1;2;1;1;2;5;3;5;3;1;2,416666667;0
1;47;1;2;2609;3;3;5;4;5;4;4;4;4;5;4;5;4,166666667;1
1;32;0;0;1357;3;2;5;2;5;5;2;5;4;4;3;5;3,75;0
1;14;0;0;237;2;2;2;2;2;2;3;5;5;4;5;2;3;0
1;16;1;2;2442;2;2;4;4;4;4;3;3;3;5;5;4;3,583333333;1
1;53;0;0;950;1;0;2;5;4;1;1;0;1;4;1;3;1,916666667;0
1;55;1;2;2896;1;1;3;5;5;5;5;5;5;4;5;3;3,916666667;1
1;28;1;2;1537;2;2;5;5;5;5;5;3;5;4;5;5;4,25;1
1;49;0;0;197;2;2;4;4;3;3;3;2;2;3;3;1;2,666666667;0
1;54;0;1;789;1;1;1;1;1;1;4;3;5;5;5;1;2,416666667;0
1;70;0;0;541;3;3;4;5;4;5;5;3;3;5;5;5;4,166666667;0
0;25;1;0;782;2;2;1;2;1;1;3;4;4;4;3;1;2,333333333;0
1;48;1;2;951;1;1;5;4;5;3;3;3;3;5;3;3;3,25;1
1;7;0;0;563;2;2;2;2;2;2;5;3;5;5;4;2;3;0
1;39;1;0;109;3;3;3;3;3;3;3;2;3;3;3;3;2,916666667;0
1;79;1;0;414;2;1;2;2;2;2;1;2;3;1;3;2;1,916666667;0
0;28;1;2;502;4;4;5;4;5;5;4;3;5;3;5;5;4,333333333;0
1;41;1;2;990;4;4;4;4;5;4;4;4;4;3;4;3;3,916666667;1
0;27;1;1;1192;1;1;1;1;1;1;1;4;4;4;4;1;2;0
1;59;1;2;2869;5;5;3;5;4;5;5;5;5;5;5;3;4,583333333;1
1;21;0;0;401;3;5;5;5;5;5;3;2;3;4;3;5;4;0
1;48;1;0;425;5;4;5;5;5;5;4;3;1;5;4;5;4,25;1
1;53;1;0;1095;3;5;3;3;3;3;1;1;3;3;4;3;2,916666667;0
1;42;1;2;1609;2;1;2;2;3;2;2;2;2;2;2;1;1,916666667;0
0;48;1;0;1310;1;1;1;1;1;1;2;5;4;2;4;1;2;0
1;59;0;0;946;4;3;1;3;1;1;4;1;3;3;3;1;2,333333333;1
1;53;1;2;3804;2;2;5;4;4;5;5;5;5;5;5;3;4,166666667;1
1;24;0;0;125;2;0;2;0;3;2;2;2;4;1;3;2;1,916666667;0
1;56;0;0;429;2;2;3;2;3;3;1;4;3;3;2;3;2,583333333;0
1;42;1;2;3004;5;3;3;5;5;5;5;5;5;5;5;4;4,583333333;1
0;24;1;0;1455;2;2;2;4;4;2;4;4;1;4;3;4;3;0
1;28;1;2;833;3;3;2;2;2;2;1;1;3;4;1;2;2,166666667;1
1;17;0;0;1892;1;1;1;1;2;1;2;4;2;2;3;1;1,75;0
1;31;1;1;789;2;4;2;1;2;2;1;4;4;3;4;2;2,583333333;0
1;60;1;2;2254;3;5;4;4;4;4;4;4;4;4;4;4;4;1
0;39;1;2;444;4;4;1;4;1;1;5;2;5;4;5;1;3,083333333;1
1;47;1;0;522;4;5;3;2;1;4;4;4;4;2;4;2;3,25;1
1;60;1;0;283;3;4;3;3;3;3;2;2;4;2;4;3;3;0
1;13;1;2;1529;5;3;4;4;4;4;4;4;5;3;5;4;4,083333333;1
0;29;1;2;1099;1;1;3;1;5;3;1;4;2;1;2;3;2,25;0
1;45;1;2;2580;5;5;2;4;4;5;5;5;5;5;5;5;4,583333333;1
1;44;1;2;1262;1;3;3;5;5;4;4;4;4;5;4;4;3,833333333;1
1;50;1;0;109;5;1;4;5;1;5;5;5;5;3;5;2;3,833333333;1
1;26;0;0;271;3;3;5;3;5;5;4;3;5;5;4;5;4,166666667;0
1;27;1;2;2777;5;5;5;5;5;5;4;1;3;3;2;5;4;1
1;16;1;2;2865;2;2;5;5;5;5;3;2;3;4;5;5;3,833333333;1
0;24;1;0;920;4;4;3;4;3;3;4;3;4;4;3;3;3,5;0
0;34;1;2;414;3;3;1;3;1;1;5;4;5;4;5;1;3;0
1;30;1;2;2154;3;3;5;5;5;5;1;1;4;2;4;5;3,583333333;1
1;50;1;0;2349;4;3;4;4;4;4;1;2;4;3;4;4;3,416666667;1
0;21;1;0;1773;3;3;4;3;4;4;3;5;4;3;5;4;3,75;0
1;61;0;0;802;1;1;4;1;4;4;1;2;3;2;4;4;2,583333333;0
1;32;1;2;192;3;2;3;3;3;3;4;5;3;4;3;3;3,25;0
1;22;0;1;937;2;3;1;3;1;1;1;4;4;4;3;1;2,333333333;0
1;46;1;2;1050;1;0;2;4;3;4;4;0;4;3;4;2;2,583333333;0
0;15;1;0;370;3;2;4;2;3;4;3;3;3;1;4;4;3;0
1;29;0;0;413;3;3;1;3;1;1;1;3;4;3;4;1;2,333333333;0
1;12;0;0;372;4;4;5;4;5;5;4;5;4;3;5;5;4,416666667;0
0;50;1;2;641;2;2;1;2;1;1;3;2;5;4;5;1;2,416666667;0
1;54;1;0;528;2;1;2;2;2;2;1;4;3;2;2;2;2,083333333;0
1;69;0;0;989;1;1;5;1;5;5;3;2;4;4;5;5;3,416666667;0
1;38;0;0;920;1;1;3;1;3;3;2;4;4;2;4;3;2,583333333;0
0;25;1;1;853;1;1;4;1;4;4;3;2;4;3;3;4;2,833333333;0
1;26;1;0;352;3;5;3;3;1;3;4;3;4;2;4;3;3,166666667;0
1;53;1;2;2690;3;3;5;5;5;3;3;4;3;3;3;5;3,75;1
1;47;1;2;1846;2;2;5;4;4;4;4;4;4;4;4;5;3,833333333;1
1;42;1;2;2475;1;1;5;4;4;5;5;5;5;5;5;3;4;1
0;19;1;0;461;3;3;3;5;4;4;5;4;4;4;4;4;3,916666667;0
1;63;0;0;622;3;3;3;3;3;3;4;2;5;5;5;3;3,5;0
0;18;1;0;533;3;3;2;3;3;2;5;4;5;5;4;2;3,416666667;0
1;52;0;0;125;3;3;3;3;2;3;3;5;2;1;3;3;2,833333333;0
1;60;1;1;1464;3;2;3;3;3;3;4;3;4;4;4;3;3,25;0
1;38;1;2;2355;2;2;3;4;3;5;5;5;5;1;5;3;3,583333333;1
1;41;1;0;77;5;1;5;5;5;5;2;2;2;1;2;5;3,333333333;1
1;41;1;2;2563;2;2;3;5;4;3;3;4;3;3;3;3;3,166666667;1
0;15;1;0;986;2;2;1;2;1;1;5;5;5;5;4;1;2,833333333;0
1;49;1;0;1750;1;5;1;1;1;4;2;2;4;1;2;1;2,083333333;0
1;18;0;0;793;4;4;3;4;4;3;3;4;5;4;4;3;3,75;1
1;39;1;0;229;5;5;5;5;5;5;2;3;5;3;2;5;4,166666667;1
1;25;1;2;1874;2;1;2;2;2;2;2;2;4;4;5;2;2,5;0
0;28;1;2;319;5;5;4;5;5;4;5;4;4;3;4;4;4,333333333;1
1;37;1;2;2571;3;3;5;4;5;5;5;5;5;4;5;5;4,5;1
1;31;0;0;261;3;3;3;3;3;3;1;5;4;2;4;3;3,083333333;0
1;32;0;0;557;3;3;3;3;3;3;5;3;4;4;5;3;3,5;0
0;25;1;0;196;2;2;5;2;5;5;5;4;5;5;1;5;3,833333333;0
1;55;1;2;3934;3;3;5;5;5;4;4;4;4;4;4;3;4;1
1;51;1;2;2704;4;4;5;5;5;3;4;3;4;5;4;5;4,25;1
1;40;1;2;2334;0;1;4;1;3;5;5;5;5;3;5;2;3,25;1
1;25;1;2;3848;1;1;4;4;4;4;1;5;2;1;2;4;2,75;1
1;70;0;0;409;3;3;2;4;5;5;5;3;1;3;5;3;3,5;0
1;55;1;0;907;2;3;4;4;3;2;2;2;2;1;2;3;2,5;0
1;53;0;0;262;1;1;5;1;5;5;3;1;1;3;1;5;2,666666667;0
1;73;1;2;2141;1;1;3;4;3;2;2;2;1;3;2;4;2,333333333;0
1;32;1;1;859;0;0;3;0;2;3;3;3;4;5;4;3;2,5;1
1;30;0;1;237;1;1;4;1;5;4;1;4;3;4;3;4;2,916666667;0
1;19;0;0;308;1;4;5;4;5;5;4;5;5;3;4;5;4,166666667;0
1;33;1;2;3679;2;2;5;5;5;5;3;3;5;2;2;5;3,666666667;1
1;13;0;0;501;3;3;2;3;2;2;4;3;5;4;4;2;3,083333333;0
1;53;1;1;550;3;4;3;3;3;3;5;1;3;4;3;3;3,166666667;1
0;31;1;0;1118;1;1;2;1;2;2;3;5;4;4;4;2;2,583333333;0
1;62;1;2;3179;1;1;4;3;4;4;4;4;4;4;4;4;3,416666667;1
1;29;0;0;1085;4;3;2;3;2;2;4;5;4;3;5;2;3,25;0
1;57;1;2;2807;1;1;2;4;4;5;5;5;5;4;5;4;3,75;1
1;34;1;2;3802;0;0;3;4;1;2;2;2;2;2;2;2;1,833333333;1
0;45;1;0;926;3;3;5;3;2;5;3;2;3;4;4;5;3,5;0
1;65;0;0;192;1;1;5;4;3;2;2;1;2;2;2;3;2,333333333;0
1;48;1;2;235;2;5;2;4;3;2;2;2;2;3;2;4;2,75;0
1;8;0;0;733;4;4;3;4;3;3;1;1;1;4;2;3;2,75;0
1;36;0;0;814;1;1;5;1;5;5;4;5;5;1;5;5;3,583333333;0
1;48;1;2;2075;4;4;3;4;4;4;4;4;4;3;4;4;3,833333333;1
1;10;0;0;2338;3;3;5;3;5;5;3;2;4;5;5;5;4;0
0;24;1;0;834;4;4;5;4;5;5;1;2;5;3;1;5;3,666666667;1
1;52;1;2;1778;4;4;2;5;4;3;3;3;3;5;3;5;3,666666667;1
0;43;1;0;1052;3;4;4;4;4;4;3;3;2;3;1;4;3,25;0
1;21;1;2;657;2;2;5;5;5;5;5;2;4;5;4;5;4,083333333;1
0;24;1;0;577;3;3;2;3;2;2;2;3;3;4;2;2;2,583333333;0
0;40;1;2;449;4;4;3;4;3;3;5;4;4;4;4;3;3,75;1
1;8;0;0;237;1;1;2;1;3;2;5;2;4;3;4;2;2,5;0
1;40;1;2;544;4;4;4;4;4;4;4;4;4;4;4;5;4,083333333;1
1;41;1;2;2556;4;4;4;3;4;5;5;5;5;4;5;4;4,333333333;1
1;67;0;1;2475;4;4;3;3;4;5;5;4;5;4;5;4;4,166666667;0
1;40;1;2;3034;2;3;4;5;5;4;4;4;4;4;4;4;3,916666667;1
1;51;1;2;366;1;1;3;4;4;4;4;5;4;5;4;4;3,583333333;1
1;59;1;2;956;2;1;5;3;3;2;2;2;2;4;2;1;2,416666667;0
1;29;1;2;2218;3;2;3;3;3;3;4;3;5;4;4;3;3,333333333;1
1;70;0;0;456;0;0;4;0;4;4;1;4;4;4;4;4;2,75;1
1;12;0;1;1892;4;4;5;4;5;5;2;3;2;1;2;5;3,5;0
0;26;1;2;1262;0;0;4;0;3;4;4;2;4;5;4;4;2,833333333;1
1;41;1;2;3423;3;3;4;2;4;5;5;5;5;4;5;1;3,833333333;1
1;60;1;2;493;4;4;2;4;5;3;3;3;3;3;3;3;3,333333333;1
1;39;0;0;163;3;3;1;3;1;1;4;2;5;3;4;1;2,583333333;0
1;68;0;0;1117;3;3;3;3;3;5;5;3;5;2;5;4;3,666666667;0
1;32;1;2;2187;2;2;3;4;3;3;4;4;4;4;4;3;3,333333333;1
1;18;0;0;1342;3;4;3;4;3;3;4;3;3;5;5;3;3,583333333;0
1;15;0;0;304;3;3;2;3;1;2;3;5;4;5;4;2;3,083333333;0
1;43;1;2;1750;1;1;5;5;4;4;4;4;4;4;4;5;3,75;1
1;49;0;0;216;3;0;3;0;3;3;4;5;3;4;4;3;2,916666667;0
1;25;0;0;489;3;3;3;3;5;3;4;1;5;2;4;3;3,25;0
1;50;0;0;370;2;2;1;4;3;4;4;2;4;1;4;3;2,833333333;0
1;39;1;2;1747;2;2;4;4;4;3;4;5;4;4;4;4;3,666666667;1
1;33;1;2;773;2;2;4;4;4;2;3;2;2;4;1;4;2,833333333;1
1;17;0;2;200;3;3;2;3;2;2;4;1;3;4;3;2;2,666666667;0
1;41;1;2;405;1;1;3;4;5;1;1;2;1;3;1;4;2,25;1
1;31;1;2;1598;5;5;4;4;4;4;3;4;5;5;4;4;4,25;1
0;39;1;2;201;4;3;1;3;1;1;2;5;5;3;1;1;2,5;1
1;64;1;2;2475;3;3;2;4;5;5;5;5;5;3;5;3;4;1
1;52;1;2;3935;1;1;3;5;5;4;4;4;4;3;4;3;3,416666667;1
1;30;1;2;2657;4;4;1;1;4;1;3;1;4;3;3;1;2,5;0
1;42;1;0;292;5;2;5;2;2;5;5;5;5;2;5;5;4;1
1;48;1;2;544;2;2;4;4;5;4;4;5;4;3;4;5;3,833333333;1
1;29;0;0;861;1;1;4;1;4;4;4;2;4;2;4;4;2,916666667;0
0;23;1;0;271;5;5;3;5;4;3;4;5;4;5;5;3;4,25;1
1;74;1;0;134;2;5;2;2;2;2;4;2;3;2;2;2;2,5;0
1;60;1;2;1276;3;1;5;3;4;3;3;3;3;2;3;2;2,916666667;0
1;46;1;2;3185;2;5;5;3;3;2;2;2;2;1;2;1;2,5;0
1;55;1;2;451;1;1;4;4;5;4;4;4;4;3;4;3;3,416666667;1
1;41;1;2;1981;4;4;4;4;2;5;5;5;5;4;5;4;4,25;1
1;59;0;2;1605;2;2;2;3;5;2;2;2;2;3;2;4;2,583333333;0
1;57;1;2;1005;4;4;5;5;4;5;5;5;5;5;5;5;4,75;1
1;36;1;0;455;3;1;3;3;3;3;4;4;3;4;3;3;3,083333333;0
1;16;0;0;308;3;3;1;3;5;1;4;2;5;5;4;1;3,083333333;0
1;54;1;2;812;4;4;4;5;4;4;4;4;4;3;4;5;4,083333333;1
0;38;1;0;414;3;3;3;3;3;3;1;4;5;1;1;3;2,75;0
1;36;1;0;190;3;2;3;4;3;3;1;2;1;2;3;3;2,5;1
1;25;1;2;1197;5;3;5;5;5;5;2;4;4;1;1;5;3,75;1
1;55;0;1;814;3;3;2;3;3;3;3;3;3;2;3;1;2,666666667;0
1;40;0;0;1514;2;2;1;2;1;1;2;5;2;5;3;1;2,25;0
1;21;0;0;632;1;1;2;1;4;2;4;2;5;4;5;2;2,75;0
0;38;1;2;213;3;4;1;4;1;1;2;3;3;1;4;1;2,333333333;0
1;10;0;0;852;2;2;4;2;4;4;4;5;5;4;4;4;3,666666667;0
1;60;1;2;1056;1;5;4;4;4;4;2;4;4;4;3;4;3,583333333;1
0;45;1;0;1013;3;3;4;3;4;4;1;3;2;4;4;4;3,25;0
0;54;1;0;575;1;1;2;1;2;2;3;3;2;4;4;2;2,25;0
1;51;1;2;3236;4;4;5;4;5;3;3;4;5;3;3;4;3,916666667;1
1;44;1;2;2764;5;5;3;5;5;2;2;2;2;4;2;3;3,333333333;1
1;46;0;1;399;2;3;4;4;5;4;4;3;4;4;4;3;3,666666667;0
0;20;1;2;408;5;5;3;5;3;3;3;5;5;3;4;3;3,916666667;1
1;44;1;2;1162;4;4;4;1;2;4;4;4;4;2;4;2;3,25;1
1;36;0;1;1744;2;2;1;2;1;1;3;1;2;4;4;1;2;0
1;13;0;0;366;4;4;5;4;5;5;4;4;4;3;4;5;4,25;0
1;38;0;1;368;4;3;2;3;2;2;1;3;4;4;3;2;2,75;0
1;33;1;2;239;1;1;5;5;1;4;4;4;4;4;4;1;3,166666667;1
1;63;0;0;695;2;2;2;2;2;2;1;3;4;1;3;2;2,166666667;0
1;60;1;2;1020;4;4;3;4;4;5;5;5;5;4;5;5;4,416666667;1
1;62;0;0;163;3;3;2;3;3;3;3;3;1;1;3;2;2,5;0
1;50;1;0;125;4;1;2;4;3;3;3;4;3;1;3;4;2,916666667;0
1;24;1;1;1208;4;5;4;4;4;4;2;2;4;1;4;4;3,5;1
1;15;0;0;667;2;3;5;3;4;5;4;3;5;3;4;5;3,833333333;0
1;34;1;2;334;3;4;1;4;3;3;3;3;3;4;3;2;3;0
1;36;1;2;2046;4;1;2;3;4;4;4;3;4;1;4;2;3;0
1;50;1;2;1566;4;4;5;4;4;4;4;4;4;3;4;3;3,916666667;1
1;19;0;0;445;4;2;2;2;2;2;1;5;3;1;3;2;2,416666667;1
1;52;1;2;2590;4;4;5;5;4;4;4;4;4;5;4;5;4,333333333;1
1;50;1;2;2136;4;4;2;4;4;5;5;5;5;5;5;3;4,25;1
0;26;1;0;643;1;1;1;1;2;1;4;5;3;4;3;1;2,25;0
0;49;1;2;1440;2;2;5;2;5;5;5;5;4;3;5;5;4;0
1;54;0;1;594;1;2;4;2;4;4;5;4;2;4;4;4;3,333333333;0
0;27;1;2;296;5;5;2;5;2;2;4;3;5;4;5;2;3,666666667;1
1;60;1;2;2611;4;4;4;4;4;4;4;5;4;4;4;4;4,083333333;1
1;10;0;0;867;4;4;4;4;4;4;4;4;4;3;5;4;4;0
1;15;0;0;862;1;1;4;1;4;4;4;3;4;5;5;4;3,333333333;0
0;20;1;0;257;3;3;3;3;3;3;4;2;3;2;4;3;3;0
1;52;1;2;2398;2;2;2;5;1;4;4;4;4;5;4;5;3,5;1
1;60;0;0;812;1;1;2;1;2;2;4;5;1;3;2;2;2,166666667;0
1;44;1;2;2496;4;4;2;3;5;4;4;4;4;5;4;3;3,833333333;1
1;50;1;0;140;5;1;5;2;3;5;5;5;5;4;5;4;4,083333333;1
1;40;1;2;3142;4;4;4;4;4;3;2;4;5;4;4;4;3,833333333;1
0;23;1;0;842;1;1;1;1;5;1;5;5;4;4;5;1;2,833333333;0
1;30;0;0;861;4;3;4;3;4;4;3;5;2;4;3;4;3,583333333;0
1;51;0;2;1747;2;3;1;3;4;5;5;3;2;1;5;3;3,083333333;0
1;58;1;0;302;2;1;5;2;3;2;2;2;2;4;2;3;2,5;0
1;46;0;0;602;5;5;2;5;2;2;4;2;5;5;5;2;3,666666667;1
1;52;1;2;265;3;4;3;1;1;3;3;4;3;4;3;3;2,916666667;0
0;20;1;2;283;5;5;5;5;5;5;4;5;5;5;5;5;4,916666667;1
1;46;1;2;473;1;1;4;1;4;5;5;5;5;5;5;3;3,666666667;1
0;46;1;0;1253;3;3;2;3;2;2;1;4;4;1;3;2;2,5;0
1;46;1;2;2758;4;4;2;5;1;4;4;4;4;3;4;5;3,666666667;1
1;56;1;2;3344;0;0;3;4;4;2;2;2;2;4;2;5;2,5;1
1;54;0;2;2565;1;2;2;3;5;3;5;5;5;5;5;5;3,833333333;0
1;55;1;2;3494;5;5;3;5;5;3;3;3;3;5;3;5;4;1
0;27;1;2;780;4;4;4;4;2;4;1;2;4;3;4;4;3,333333333;0
1;52;0;0;721;1;0;5;0;5;5;3;2;5;5;4;5;3,333333333;0
1;18;0;0;1440;1;1;5;1;5;5;3;3;3;5;4;5;3,416666667;0
1;48;1;2;2624;3;3;2;2;1;4;4;4;4;2;4;1;2,833333333;1
1;66;0;0;493;2;2;5;2;5;5;5;5;5;4;5;5;4,166666667;0
1;42;1;2;307;4;4;4;5;4;5;5;5;5;3;5;3;4,333333333;1
1;43;1;2;2864;1;4;5;2;3;1;1;1;1;2;1;1;1,916666667;0
1;36;1;2;2614;1;4;5;4;4;1;1;1;1;1;1;2;2,166666667;0
1;50;1;2;2633;2;2;4;5;4;3;3;4;3;5;3;4;3,5;1
1;45;0;0;489;2;2;1;4;3;3;3;2;3;4;3;2;2,666666667;0
1;45;1;2;3139;2;5;1;3;3;2;2;2;2;1;2;2;2,25;0
1;56;1;2;2139;3;3;5;5;5;5;5;5;5;3;5;4;4,416666667;1
1;42;1;0;671;4;1;4;4;4;4;4;3;1;5;2;4;3,333333333;1
1;58;1;2;1578;4;2;4;5;4;4;4;4;4;5;4;4;4;1
1;9;0;0;1121;3;3;1;3;1;1;3;4;4;5;4;1;2,75;0
1;60;0;0;2475;1;1;1;5;5;2;5;1;5;5;2;5;3,166666667;0
1;52;0;0;2454;1;1;4;3;4;4;4;1;4;2;4;4;3;0
1;50;0;0;872;3;3;3;3;3;3;4;5;4;3;4;3;3,416666667;0
1;12;0;0;1979;2;2;1;2;1;1;3;5;4;5;5;1;2,666666667;0
1;50;1;0;2425;2;5;5;2;3;2;2;2;2;1;2;2;2,5;0
1;59;0;0;1306;3;2;5;2;5;5;4;4;3;5;4;5;3,916666667;0
0;21;1;2;1694;5;4;2;4;2;2;5;2;3;4;5;2;3,333333333;1
1;58;0;2;302;1;1;3;5;4;3;3;1;3;4;3;5;3;0
1;51;1;2;2048;3;2;5;4;4;3;3;3;3;2;3;1;3;0
1;21;0;0;950;1;1;4;1;4;4;1;1;3;3;2;4;2,416666667;0
1;44;1;2;861;4;2;3;4;3;4;4;4;4;4;4;4;3,666666667;0
0;23;1;0;467;2;2;2;2;2;2;1;3;2;4;3;2;2,25;0
0;39;1;2;174;3;3;5;3;5;5;1;3;3;2;3;5;3,416666667;0
1;30;1;2;3218;2;5;2;2;2;2;1;5;3;4;3;2;2,75;0
1;26;0;1;143;4;4;4;4;4;4;1;3;3;3;3;4;3,416666667;1
0;24;1;0;255;5;4;1;4;1;1;5;4;5;5;5;1;3,416666667;1
1;66;0;2;284;3;3;5;5;5;2;2;3;2;4;2;3;3,25;0
1;44;0;0;404;3;3;2;1;3;3;3;3;3;5;3;1;2,75;0
0;38;1;0;279;4;4;5;4;4;5;3;5;2;4;5;5;4,166666667;1
1;38;1;2;1884;1;1;5;2;5;4;4;5;4;4;4;5;3,666666667;1
1;24;0;0;594;3;4;2;4;2;2;3;1;3;1;2;2;2,416666667;0
0;42;1;0;237;3;3;1;3;1;1;3;3;3;2;3;1;2,25;0
1;58;1;2;849;5;5;5;5;4;4;4;4;4;4;4;4;4,333333333;1
1;55;1;2;3136;4;4;5;4;4;4;4;4;4;4;4;3;4;1
1;71;1;1;991;2;1;1;2;1;1;2;3;4;4;3;1;2,083333333;0
1;47;1;2;2133;5;1;2;3;4;4;4;4;4;5;4;5;3,75;1
1;52;1;2;3925;5;5;4;3;4;3;3;3;3;2;3;4;3,5;1
1;18;0;0;319;4;4;3;4;3;3;3;3;3;3;4;3;3,333333333;0
1;33;1;0;157;5;5;5;5;5;5;2;3;3;2;2;5;3,916666667;1
1;35;1;1;543;3;3;3;3;3;3;2;3;3;4;4;3;3,083333333;0
1;29;1;2;2778;2;2;4;4;4;4;4;4;4;4;4;4;3,666666667;1
1;57;1;2;3882;5;5;4;4;5;4;4;4;4;3;4;3;4,083333333;1
1;46;1;2;2556;2;2;5;5;5;3;5;3;4;5;3;5;3,916666667;1
1;39;1;2;209;5;5;2;4;5;4;4;4;3;1;4;1;3,5;1
1;62;0;0;936;0;0;1;2;1;3;3;0;3;4;3;3;1,916666667;1
1;59;0;2;236;3;3;2;2;3;2;2;3;2;2;2;4;2,5;0
1;67;0;1;129;1;1;2;1;2;2;3;3;4;2;4;2;2,25;0
1;20;0;0;2846;2;2;2;3;3;4;3;4;5;3;3;3;3,083333333;0
0;24;1;0;247;4;4;5;4;5;5;5;5;4;5;4;5;4,583333333;1
1;55;1;2;2187;0;0;4;4;5;4;3;2;5;5;2;5;3,25;1
0;22;1;0;522;5;5;4;5;4;4;5;2;5;5;4;4;4,333333333;1
1;9;0;0;1576;4;4;1;4;1;1;3;3;3;4;4;1;2,75;0
1;56;0;0;1756;1;1;3;3;3;5;5;1;5;2;5;2;3;0
1;47;1;2;583;3;2;5;4;3;3;3;3;3;2;3;1;2,916666667;0
1;44;1;2;3548;4;4;5;5;4;4;4;5;4;5;4;4;4,333333333;1
1;17;1;0;944;5;4;5;5;3;5;3;1;4;1;2;5;3,583333333;1
1;44;0;0;522;2;2;5;4;5;3;3;2;3;3;3;4;3,25;0
0;25;1;0;1013;2;2;5;2;5;5;5;1;3;5;2;5;3,5;0
1;63;0;0;304;1;1;5;1;1;5;4;3;4;5;5;5;3,333333333;0
1;49;1;2;2234;1;1;4;5;5;2;2;2;2;3;2;3;2,666666667;1
1;64;1;1;179;5;4;5;5;5;5;3;2;5;5;3;5;4,333333333;1
1;33;0;0;689;4;4;2;4;2;2;3;5;4;3;5;2;3,333333333;0
1;22;1;2;2317;2;2;4;4;4;4;5;5;4;3;5;4;3,833333333;1
1;72;1;2;2162;3;5;3;3;4;3;3;3;3;3;3;3;3,25;0
1;45;1;2;1754;3;3;5;4;5;3;3;2;3;4;3;5;3,583333333;1
0;38;1;0;391;4;4;5;4;5;5;3;3;4;1;4;5;3,916666667;0
0;54;1;2;175;4;4;5;4;5;5;4;2;5;3;5;5;4,25;0
1;54;0;0;1379;1;1;1;1;1;1;4;5;4;5;5;1;2,5;0
1;33;1;1;2300;2;4;2;2;2;2;1;4;3;3;4;2;2,583333333;0
1;51;1;0;201;1;1;4;3;4;1;1;1;1;2;1;2;1,833333333;0
1;74;1;2;200;3;3;5;4;5;4;4;4;4;3;4;5;4;1
1;59;1;2;594;5;3;5;5;4;4;4;4;4;3;4;5;4,166666667;1
0;21;1;2;358;2;2;3;2;3;3;3;3;4;2;4;3;2,833333333;0
1;32;1;0;950;3;5;3;3;3;3;2;3;3;2;4;3;3,083333333;0
1;47;1;2;1561;5;5;3;4;5;4;4;4;4;4;4;4;4,166666667;1
1;45;1;2;427;2;4;1;3;3;2;2;2;2;4;2;1;2,333333333;0
1;36;1;2;1663;5;5;4;4;5;3;3;3;3;3;3;3;3,666666667;1
0;25;1;0;526;1;1;2;1;2;2;1;4;2;5;4;2;2,25;0
1;48;0;0;965;1;1;2;1;2;2;1;3;3;1;3;2;1,833333333;0
1;34;1;0;2677;0;0;5;0;5;5;1;2;3;2;5;5;2,75;1
1;8;0;0;2454;3;3;1;3;1;1;1;5;3;1;3;1;2,166666667;0
1;60;1;2;2159;0;0;3;5;5;5;5;5;5;5;5;5;4;1
1;9;0;0;762;2;2;4;2;1;4;2;5;2;5;2;4;2,916666667;0
1;41;1;1;1024;4;2;3;1;4;4;4;4;4;2;4;4;3,333333333;1
1;24;1;2;2748;3;3;3;3;3;3;3;4;3;1;3;3;2,916666667;0
1;47;1;2;946;5;5;3;4;5;4;4;4;4;3;4;5;4,166666667;1
1;43;1;2;3489;4;4;4;4;5;5;5;5;5;3;5;3;4,333333333;1
1;49;1;2;589;5;4;4;4;4;4;4;5;4;5;4;3;4,166666667;1
1;41;0;0;554;4;4;2;4;5;2;3;2;4;4;5;2;3,416666667;0
